id,natural_cidade_campus,qtd_periodos_cursados,genero,cor
5036,N,8,M,Parda
5037,S,2,M,Branca
5038,N,4,M,Parda
5039,N,4,M,Branca
5040,S,2,F,Branca
5041,N,1,M,Parda
5042,N,1,M,Parda
5043,N,8,F,Preta
5048,N,8,F,Branca
5051,N,4,M,Parda
5053,S,7,M,Parda
5055,N,1,M,Parda
5057,S,2,F,Preta
5061,N,10,M,Branca
5067,N,1,M,Parda
5069,S,5,M,Parda
5070,N,1,M,Branca
5073,N,1,M,Branca
5074,S,1,M,Parda
5076,S,3,M,Branca
5077,N,4,M,Branca
5079,N,1,M,Parda
5081,N,2,M,Branca
5083,S,7,F,Branca
5087,N,4,F,Branca
5089,S,1,F,Branca
5091,N,7,F,Branca
5093,S,1,F,Parda
5097,N,6,F,Parda
5100,S,1,M,Parda
5101,S,4,M,Parda
5102,S,1,F,Parda
5107,N,1,M,Parda
5108,N,3,F,Branca
5109,N,2,M,Parda
5110,N,4,M,Branca
5111,S,1,M,Parda
5116,N,8,M,Branca
5119,N,5,M,Parda
5121,N,1,M,Preta
5122,N,1,M,Branca
5125,S,3,M,Preta
5128,N,1,F,Branca
5131,N,1,M,Parda
5132,S,1,F,Parda
5134,S,1,F,Preta
5136,N,2,M,Parda
5138,S,4,F,Parda
5140,S,1,M,Branca
5142,N,3,F,Branca
5143,N,10,F,Parda
5145,N,4,F,Preta
5149,N,2,F,Branca
5155,N,1,F,Parda
5158,N,5,F,Parda
5159,N,2,F,Parda
5160,N,7,M,Preta
5161,S,1,M,Branca
5162,N,3,M,Branca
5166,N,1,M,Parda
5169,S,8,M,Branca
5172,S,8,F,Parda
5174,N,8,F,Preta
5175,S,3,F,Parda
5176,S,1,F,Parda
5178,S,3,F,Preta
5180,N,2,F,Parda
5181,N,8,F,Parda
5182,S,1,F,Parda
5183,S,8,M,Branca
5191,N,2,M,Branca
5193,S,6,M,Branca
5196,N,1,M,Preta
5199,S,4,M,Preta
5201,N,10,M,Amarela
5203,S,1,M,Branca
5205,N,7,M,Parda
5207,S,2,M,Branca
5208,N,2,M,Branca
5210,N,2,M,Branca
5211,N,4,M,Parda
5215,N,4,M,Branca
5217,S,6,M,Parda
5223,N,3,F,Branca
5224,N,2,M,Branca
5225,N,10,F,Branca
5226,S,6,M,Preta
5227,N,1,M,Parda
5230,N,1,M,Parda
5235,S,1,M,Parda
5236,N,1,F,Preta
5238,N,1,F,Parda
5240,S,1,F,Parda
5241,S,4,F,Branca
5242,N,4,F,Parda
5243,N,5,M,Parda
5244,S,1,F,Parda
5245,S,1,M,Parda
5247,S,4,M,Parda
5248,N,3,M,Branca
5254,N,1,F,Parda
5256,N,6,F,Preta
5257,N,4,F,Parda
5258,S,8,F,Parda
5259,S,1,F,Branca
5265,S,1,M,Parda
5266,N,8,M,Branca
5267,N,7,M,Branca
5268,N,1,F,Preta
5271,N,1,M,Parda
5278,N,1,M,Branca
5279,N,1,M,Branca
5280,N,1,F,Parda
5281,S,4,M,Parda
5283,S,10,M,Preta
5284,N,4,M,Branca
5292,S,10,M,Preta
5294,N,1,M,Branca
5296,S,1,M,Branca
5300,N,6,M,Branca
5302,S,1,F,Preta
5304,S,1,M,Preta
5305,N,2,M,Parda
5306,S,4,M,Parda
5315,N,8,M,Branca
5318,S,1,M,Parda
5321,N,7,F,Parda
5324,N,1,F,Parda
5326,N,1,M,Parda
5328,N,1,M,Branca
5329,S,1,F,Branca
5331,S,8,F,Parda
5335,N,1,F,Branca
5338,S,1,F,Preta
5340,N,1,F,Parda
5345,S,2,M,Branca
5348,S,1,F,Preta
5349,S,3,F,Branca
5355,S,5,F,Parda
5358,N,4,F,Branca
5359,S,2,F,Preta
5363,N,4,F,Branca
5370,S,1,M,Parda
5373,S,2,F,Parda
5374,S,1,M,Branca
5378,N,3,M,Branca
5384,S,1,M,Preta
5385,S,8,M,Parda
5390,S,10,F,Preta
5391,N,8,F,Parda
5396,S,8,F,Branca
5398,N,4,F,Parda
5401,S,1,F,Parda
5403,S,4,M,Parda
5405,S,8,M,Parda
5406,S,7,M,Parda
5411,S,8,F,Parda
5412,N,1,F,Amarela
5413,N,1,M,Branca
5417,N,1,M,Parda
5418,N,2,M,Parda
5420,N,1,M,Parda
5422,S,1,M,Branca
5424,N,1,M,Parda
5426,N,1,M,Branca
5427,N,3,M,Branca
5430,N,1,M,Parda
5431,S,2,M,Parda
5432,S,1,M,Parda
5434,S,1,F,Branca
5435,N,1,F,Parda
5436,N,6,F,Branca
5440,N,2,M,Parda
5441,S,2,M,Parda
5444,N,2,M,Branca
5445,S,1,M,Preta
5446,N,1,F,Branca
5450,N,7,M,Parda
5451,S,7,F,Parda
5455,N,4,M,Parda
5456,S,1,M,Parda
5457,S,3,M,Parda
5460,N,2,M,Preta
5462,N,1,M,Parda
5463,N,6,F,Preta
5465,N,6,M,Branca
5466,S,3,M,Preta
5470,S,6,F,Parda
5472,N,1,F,Branca
5473,S,1,M,Branca
5474,N,1,M,Branca
5480,N,2,F,Branca
5481,N,2,F,Branca
5490,N,7,F,Parda
5497,N,2,F,Parda
5502,S,5,M,Branca
5507,S,1,M,Branca
5511,S,2,F,Branca
5512,S,2,F,Branca
5513,S,5,M,Branca
5514,S,2,M,Branca
5516,S,4,F,Branca
5517,S,4,F,Branca
5519,S,2,M,Branca
5530,N,7,M,Branca
5531,N,4,F,Branca
5542,S,1,M,Branca
5543,S,1,M,Branca
5554,S,7,M,Branca
5555,S,6,M,Branca
5556,S,4,M,Branca
5557,N,5,F,Parda
5559,S,2,M,Branca
5560,S,5,M,Branca
5565,S,4,M,Branca
5576,S,1,M,Branca
5578,S,5,M,Parda
5579,S,2,M,Parda
5585,N,3,F,Parda
5586,S,3,F,Branca
5587,N,7,M,Branca
5588,S,3,F,Branca
5589,S,6,F,Branca
5590,S,9,F,Parda
5591,S,3,F,Parda
5592,S,4,F,Branca
5598,N,3,M,Branca
5610,N,5,M,Branca
5611,N,1,M,Branca
5613,S,1,M,Branca
5614,S,1,M,Branca
5616,N,8,M,Parda
5619,S,4,F,Parda
5620,S,1,F,Parda
5624,N,1,F,Branca
5625,S,3,F,Branca
5626,S,4,F,Branca
5634,N,3,F,Parda
5635,N,1,F,Parda
5643,N,10,M,Branca
5648,S,7,M,Branca
5649,N,1,M,Parda
5651,N,4,M,Parda
5652,S,2,F,Branca
5653,S,2,F,Branca
5661,S,3,M,Parda
5662,N,1,F,Parda
5663,N,4,F,Parda
5666,S,3,F,Branca
5668,S,5,M,Branca
5673,S,3,M,Branca
5676,S,3,F,Branca
5677,S,4,F,Branca
5687,S,3,M,Branca
5688,S,2,M,Branca
5692,S,9,M,Branca
5703,N,4,F,Preta
5711,S,1,F,Parda
5715,N,5,M,Branca
5719,S,9,M,Parda
5720,N,1,M,Parda
5730,S,1,F,Parda
5733,N,3,M,Branca
5734,S,5,M,Parda
5736,N,5,F,Parda
5738,S,5,F,Parda
5740,N,4,F,Branca
5743,N,2,M,Branca
5745,S,7,M,Branca
5750,S,5,M,Branca
5751,S,8,F,Parda
5762,S,1,M,Branca
5764,N,3,F,Parda
5765,S,2,M,Parda
5766,N,4,F,Parda
5770,N,4,F,Parda
5773,N,1,F,Branca
5776,N,7,F,Parda
5778,N,1,F,Parda
5780,S,1,F,Parda
5789,S,8,F,Parda
5792,N,11,F,Branca
5793,S,1,F,Branca
5797,S,8,F,Branca
5798,S,4,F,Parda
5800,N,1,F,Parda
5801,S,3,F,Branca
5803,S,5,F,Branca
5808,S,2,F,Branca
5809,S,1,F,Branca
5812,N,2,F,Parda
5814,S,2,F,Parda
5823,N,4,M,Branca
5824,N,1,M,Parda
5825,N,5,M,Branca
5827,N,3,M,Parda
5836,S,11,F,Amarela
5839,N,3,F,Branca
5840,S,9,F,Branca
5842,N,1,F,Preta
5843,N,5,F,Preta
5844,N,5,F,Branca
5845,S,3,F,Branca
5849,N,3,M,Branca
5853,N,10,M,Branca
5854,N,7,M,Branca
5855,N,4,M,Branca
5856,S,8,M,Parda
5858,N,2,M,Parda
5859,S,1,M,Branca
5860,N,4,M,Branca
5862,S,4,M,Preta
5863,N,5,M,Branca
5864,N,1,M,Parda
5867,S,2,M,Branca
5874,S,1,M,Parda
5875,N,7,M,Parda
5879,N,1,F,Branca
5885,N,5,M,Branca
5886,N,4,M,Branca
5887,S,2,F,Branca
5888,N,1,F,Branca
5893,N,1,M,Parda
5900,S,3,M,Branca
5902,N,3,M,Parda
5907,N,9,M,Branca
5911,N,7,F,Branca
5916,S,8,F,Branca
5919,S,1,F,Branca
5926,N,7,M,Branca
5928,S,3,M,Branca
5930,N,2,M,Branca
5935,N,3,M,Preta
5937,S,6,M,Branca
5940,N,2,M,Branca
5942,N,3,M,Parda
5947,N,5,M,Parda
5948,S,5,M,Parda
5950,N,5,M,Parda
5952,S,4,F,Branca
5956,N,8,F,Branca
5959,N,1,F,Amarela
5960,S,8,F,Parda
5967,N,1,M,Branca
5968,N,1,F,Branca
5973,S,9,F,Branca
5975,N,1,F,Parda
5980,N,9,M,Parda
5993,S,2,F,Preta
5995,N,2,M,Parda
6003,N,9,F,Preta
6007,N,8,F,Parda
6009,N,5,M,Preta
6011,N,5,M,Branca
6013,S,6,M,Parda
6014,N,3,M,Parda
6015,S,2,F,Branca
6019,N,1,F,Parda
6024,S,6,M,Parda
6025,S,1,M,Parda
6029,N,1,F,Parda
6032,S,3,F,Parda
6038,N,5,F,Branca
6039,N,6,M,Branca
6041,S,3,M,Parda
6043,S,1,F,Branca
6052,N,2,F,Branca
6056,N,1,M,Parda
6057,S,9,M,Branca
6058,N,7,M,Branca
6061,N,11,M,Branca
6062,N,5,M,Branca
6066,S,11,M,Branca
6068,N,1,M,Branca
6069,N,6,M,Parda
6071,N,4,M,Preta
6076,S,1,M,Parda
6078,N,8,M,Branca
6082,N,1,M,Branca
6083,S,4,F,Parda
6085,N,1,M,Branca
6088,S,1,F,Parda
6090,S,4,M,Parda
6093,S,7,F,Branca
6094,S,9,M,Branca
6100,N,2,M,Parda
6101,N,7,M,Branca
6104,N,1,M,Parda
6107,N,2,M,Preta
6108,N,9,M,Preta
6111,S,5,M,Branca
6116,S,4,F,Branca
6125,N,11,M,Parda
6133,N,5,M,Branca
6134,S,1,F,Parda
6145,S,4,F,Branca
6146,S,7,F,Branca
6149,N,3,F,Branca
6151,N,1,M,Branca
6157,N,2,M,Parda
6158,N,3,M,Branca
6159,N,2,M,Branca
6160,N,5,M,Branca
6162,S,6,M,Preta
6163,N,1,M,Parda
6164,S,7,M,Branca
6165,N,2,M,Parda
6167,S,1,M,Parda
6169,S,9,M,Branca
6170,N,9,M,Branca
6171,N,10,M,Parda
6174,N,2,M,Parda
6175,N,1,M,Branca
6179,S,5,M,Parda
6182,N,4,M,Parda
6186,N,4,F,Branca
6187,S,1,F,Branca
6188,S,1,F,Parda
6189,S,4,F,Branca
6190,S,7,F,Branca
6193,N,9,F,Branca
6199,S,1,M,Branca
6204,N,5,F,Branca
6206,S,1,F,Branca
6210,S,3,F,Branca
6212,N,2,F,Branca
6213,N,1,F,Branca
6214,N,1,F,Branca
6215,N,1,F,Branca
6216,N,9,M,Branca
6219,S,4,F,Parda
6220,N,3,F,Branca
6221,S,3,M,Parda
6227,N,5,F,Branca
6232,N,1,M,Branca
6235,N,7,M,Branca
6241,N,1,M,Branca
6243,S,4,M,Parda
6245,N,7,M,Parda
6246,N,1,M,Branca
6247,S,7,M,Branca
6250,S,2,M,Branca
6251,N,1,M,Parda
6252,N,2,M,Branca
6253,N,2,M,Parda
6256,S,1,M,Branca
6261,N,1,M,Parda
6262,S,11,M,Branca
6263,S,5,M,Parda
6264,S,3,M,Branca
6270,N,7,M,Parda
6273,N,4,M,Branca
6277,S,6,M,Branca
6278,N,1,F,Preta
6284,N,4,F,Preta
6285,N,7,M,Branca
6286,N,2,M,Branca
6287,N,2,M,Amarela
6289,N,7,M,Amarela
6290,N,6,M,Branca
6291,N,1,M,Branca
6293,N,11,M,Parda
6295,S,4,M,Branca
6297,S,3,M,Parda
6298,N,3,M,Branca
6299,N,3,M,Branca
6303,N,8,F,Branca
6304,N,9,M,Parda
6305,N,1,M,Branca
6307,N,1,M,Parda
6308,S,3,M,Parda
6309,N,7,M,Branca
6311,S,2,M,Branca
6312,S,8,F,Branca
6313,S,3,M,Parda
6314,N,4,M,Branca
6319,N,1,M,Branca
6321,S,1,M,Branca
6322,N,9,M,Parda
6323,S,5,M,Branca
6327,S,3,M,Branca
6328,S,10,M,Branca
6329,N,3,M,Preta
6330,N,7,M,Branca
6331,N,9,M,Branca
6332,N,6,M,Branca
6342,N,1,F,Preta
6344,S,1,F,Parda
6345,N,1,F,Branca
6346,N,5,F,Branca
6348,N,5,F,Branca
6350,S,2,M,Parda
6352,S,1,M,Branca
6353,N,1,M,Branca
6354,N,3,M,Branca
6357,N,3,F,Parda
6358,S,9,F,Parda
6361,N,1,F,Parda
6364,S,3,F,Parda
6366,N,1,F,Branca
6372,S,1,M,Branca
6373,S,4,M,Branca
6374,N,1,M,Branca
6377,S,3,F,Branca
6379,N,4,F,Parda
6385,S,5,F,Parda
6386,S,5,F,Parda
6389,N,3,F,Parda
6391,S,4,F,Parda
6393,N,1,F,Parda
6398,N,9,M,Branca
6399,N,3,M,Branca
6400,N,9,M,Branca
6401,N,7,M,Preta
6404,N,2,M,Preta
6405,N,1,M,Branca
6407,N,9,M,Branca
6414,S,7,M,Branca
6421,S,3,M,Branca
6423,N,4,M,Branca
6427,N,1,M,Branca
6430,S,7,M,Branca
6435,S,6,M,Parda
6436,N,1,M,Parda
6437,N,2,M,Branca
6438,N,1,M,Parda
6439,N,5,M,Branca
6442,N,1,M,Preta
6444,N,4,M,Preta
6445,N,4,M,Branca
6448,N,4,F,Parda
6452,S,2,M,Parda
6454,N,3,M,Parda
6458,N,1,F,Parda
6460,N,3,M,Parda
6461,S,1,F,Parda
6464,S,1,F,Parda
6465,N,4,F,Branca
6468,N,1,F,Branca
6471,S,1,F,Branca
6475,N,1,M,Branca
6483,N,7,M,Branca
6484,S,6,F,Branca
6485,S,3,F,Branca
6489,N,1,F,Branca
6491,S,1,F,Branca
6497,S,7,F,Parda
6509,N,2,M,Parda
6511,N,1,M,Parda
6514,S,8,F,Branca
6515,N,1,F,Branca
6516,S,5,F,Parda
6517,S,7,F,Branca
6526,S,3,F,Parda
6527,N,4,F,Amarela
6535,N,1,F,Branca
6536,N,5,F,Branca
6539,S,4,F,Parda
6543,N,7,M,Parda
6550,S,5,M,Parda
6554,S,1,F,Preta
6555,S,2,F,Branca
6557,N,5,F,Branca
6560,S,1,F,Branca
6562,S,8,F,Branca
6563,S,1,F,Branca
6570,S,7,F,Branca
6572,S,3,F,Parda
6573,S,3,F,Parda
6575,S,2,F,Branca
6576,N,9,M,Preta
6579,S,1,F,Branca
6584,S,4,F,Branca
6587,S,11,F,Parda
6590,N,3,F,Parda
6591,N,5,F,Branca
6592,N,1,M,Parda
6601,N,3,M,Branca
6603,N,2,M,Parda
6606,N,1,F,Branca
6607,N,1,F,Parda
6608,S,1,F,Parda
6611,N,1,F,Parda
6612,S,1,F,Parda
6615,N,9,M,Branca
6620,S,8,M,Branca
6623,N,5,M,Branca
6624,N,2,M,Parda
6630,S,11,M,Branca
6632,S,5,M,Parda
6633,N,2,M,Branca
6635,N,1,M,Branca
6637,N,1,M,Branca
6641,N,1,M,Branca
6643,N,1,M,Parda
6644,S,3,M,Preta
6648,S,7,M,Parda
6649,N,3,M,Branca
6652,S,2,M,Branca
6656,N,5,F,Parda
6661,N,2,F,Branca
6667,N,3,M,Branca
6669,S,9,M,Branca
6670,S,2,M,Parda
6671,N,5,M,Parda
6673,S,3,M,Parda
6676,S,3,M,Parda
6677,S,7,M,Branca
6679,S,1,M,Preta
6681,S,3,F,Parda
6682,N,7,F,Branca
6683,N,7,M,Branca
6685,N,2,M,Parda
6686,N,1,M,Branca
6692,N,5,M,Branca
6693,S,7,M,Branca
6694,N,11,F,Preta
6695,S,7,F,Branca
6696,N,1,F,Branca
6698,S,1,M,Branca
6703,N,3,M,Branca
6708,S,9,F,Parda
6709,S,6,F,Branca
6713,S,1,M,Branca
6715,N,2,F,Branca
6719,N,3,M,Branca
6721,S,1,M,Parda
6727,S,5,M,Parda
6729,S,1,M,Branca
6730,N,7,M,Parda
6731,N,4,M,Branca
6736,N,3,M,Branca
6738,N,1,M,Parda
6741,N,1,M,Branca
6745,S,9,M,Parda
6746,N,11,M,Branca
6752,N,4,F,Branca
6753,N,1,F,Branca
6755,N,2,F,Parda
6758,N,1,F,Branca
6759,N,2,F,Branca
6763,S,2,F,Parda
6770,N,1,F,Parda
6773,N,9,F,Branca
6774,N,5,F,Branca
6776,N,1,F,Branca
6788,S,5,F,Parda
6794,N,3,F,Branca
6801,S,4,M,Amarela
6807,N,5,M,Branca
6813,N,3,M,Parda
6817,S,1,M,Parda
6818,N,4,M,Parda
6820,S,3,M,Branca
6821,N,11,M,Parda
6833,N,1,M,Branca
6834,N,3,M,Branca
6837,N,4,M,Branca
6838,N,1,M,Branca
6841,S,7,F,Branca
6842,N,2,F,Branca
6849,S,2,F,Parda
6850,S,1,F,Branca
6853,S,1,F,Branca
6854,N,1,F,Parda
6862,N,1,F,Parda
6864,S,1,F,Preta
6865,N,10,F,Parda
6868,S,1,F,Parda
6872,N,3,M,Branca
6874,N,9,F,Branca
6883,N,1,M,Branca
6885,S,2,M,Branca
6888,N,1,F,Parda
6891,S,1,M,Branca
6893,S,8,F,Parda
6895,S,4,M,Branca
6897,N,1,M,Branca
6899,S,5,F,Parda
6900,S,7,F,Parda
6905,N,1,F,Parda
6906,S,1,F,Branca
6908,S,7,F,Branca
6911,S,2,M,Parda
6914,N,5,M,Branca
6917,N,9,M,Branca
6918,S,5,M,Branca
6923,N,9,M,Preta
6925,N,2,F,Parda
6932,S,4,F,Branca
6936,N,11,M,Branca
6940,N,5,M,Branca
6943,N,4,M,Parda
6944,N,2,M,Branca
6945,N,1,M,Branca
6950,S,6,M,Parda
6951,S,1,M,Branca
6952,S,1,M,Branca
6953,S,5,M,Branca
6954,S,8,M,Branca
6956,N,2,M,Branca
6957,N,3,M,Branca
6958,N,1,M,Branca
6959,S,3,M,Branca
6964,S,6,M,Parda
6965,N,2,M,Branca
6972,S,1,M,Branca
6975,N,7,M,Branca
6976,N,2,M,Branca
6977,S,7,M,Branca
6978,N,7,M,Branca
6980,N,3,M,Branca
6981,S,3,M,Branca
6982,N,1,M,Preta
6985,N,1,F,Branca
6987,N,7,F,Parda
6992,N,2,F,Branca
6995,N,8,M,Branca
6997,N,8,M,Branca
6999,N,5,M,Branca
7001,S,3,M,Branca
7003,S,4,M,Parda
7004,N,1,M,Branca
7008,N,5,M,Branca
7015,S,4,F,Parda
7020,N,1,F,Parda
7021,S,1,F,Branca
7022,N,1,F,Branca
7025,S,1,F,Parda
7026,S,1,F,Branca
7031,N,5,M,Branca
7039,S,7,M,Branca
7044,N,5,F,Branca
7056,S,3,M,Branca
7065,N,1,M,Parda
7068,S,8,M,Branca
7074,S,1,M,Parda
7077,N,7,M,Parda
7078,N,3,M,Branca
7082,S,2,M,Branca
7086,N,1,M,Branca
7093,N,2,F,Branca
7097,N,1,F,Preta
7098,S,5,F,Branca
7099,N,1,M,Branca
7100,N,9,M,Branca
7103,S,8,F,Branca
7105,S,5,M,Branca
7109,S,1,F,Branca
7116,N,5,M,Branca
7117,N,3,M,Branca
7125,S,3,F,Branca
7130,S,1,M,Parda
7132,S,1,M,Branca
7144,S,1,F,Parda
7147,N,3,F,Preta
7151,S,4,F,Parda
7154,N,1,F,Branca
7161,S,2,F,Branca
7163,S,7,M,Branca
7165,S,1,F,Branca
7169,S,9,F,Branca
7175,N,1,F,Preta
7177,N,7,F,Branca
7182,N,1,F,Branca
7186,N,1,F,Parda
7190,N,7,F,Branca
7199,N,2,F,Branca
7203,N,1,F,Parda
7204,S,3,F,Branca
7208,S,2,F,Parda
7209,S,8,F,Branca
7210,N,1,F,Parda
7217,S,3,M,Branca
7220,N,5,M,Branca
7226,N,5,M,Branca
7227,N,4,M,Parda
7228,S,5,M,Branca
7229,N,1,M,Branca
7235,N,3,F,Branca
7239,N,3,F,Parda
7245,N,10,M,Parda
7249,S,1,M,Branca
7251,N,9,M,Parda
7253,N,4,M,Parda
7258,S,5,M,Parda
7259,S,1,M,Parda
7260,S,1,M,Parda
7261,N,2,M,Branca
7264,N,3,M,Branca
7265,S,8,M,Parda
7266,N,1,M,Parda
7271,N,1,M,Branca
7275,N,3,M,Preta
7278,N,1,M,Parda
7285,S,3,F,Branca
7290,N,1,M,Parda
7294,S,9,M,Parda
7296,S,5,M,Parda
7301,N,1,M,Preta
7303,S,10,M,Parda
7305,N,9,M,Parda
7306,N,5,M,Branca
7309,S,7,M,Branca
7314,N,1,M,Branca
7315,N,9,M,Branca
7318,S,2,M,Preta
7319,S,1,M,Preta
7320,N,8,M,Parda
7326,S,2,F,Parda
7328,S,1,F,Branca
7329,S,7,F,Branca
7334,S,7,M,Parda
7339,S,8,M,Parda
7350,S,1,M,Branca
7352,N,2,F,Parda
7354,N,2,F,Branca
7356,S,7,F,Branca
7357,S,1,F,Branca
7360,N,1,M,Parda
7365,N,4,M,Branca
7366,N,4,M,Branca
7367,S,1,M,Branca
7370,N,1,M,Parda
7376,S,7,M,Parda
7379,S,3,M,Parda
7385,S,2,M,Preta
7386,S,5,M,Preta
7399,N,1,M,Preta
7400,N,4,M,Preta
7401,S,1,M,Amarela
7402,S,6,M,Amarela
7406,N,3,M,Preta
7407,N,6,M,Preta
7416,N,5,M,Branca
7419,S,4,M,Parda
7421,S,1,M,Preta
7426,S,6,M,Preta
7427,N,1,F,Branca
7428,N,4,F,Branca
7433,S,2,F,Preta
7434,N,4,F,Branca
7437,S,1,M,Parda
7438,S,1,M,Parda
7441,S,1,M,Parda
7443,S,7,M,Parda
7444,S,1,M,Parda
7445,S,14,M,Parda
7446,S,1,F,Parda
7447,S,5,F,Parda
7448,N,6,M,Parda
7453,S,3,F,Parda
7454,S,2,F,Parda
7455,S,4,M,Branca
7461,S,2,F,Branca
7463,N,2,F,Parda
7464,S,1,M,Branca
7466,S,1,M,Branca
7471,N,4,F,Branca
7473,S,8,M,Branca
7479,N,4,M,Branca
7484,N,2,F,Parda
7488,S,4,F,Parda
7491,S,1,F,Parda
7493,S,7,M,Parda
7494,N,4,M,Preta
7495,N,1,M,Preta
7496,N,1,M,Preta
7497,S,5,F,Parda
7503,N,1,M,Parda
7504,N,8,M,Parda
7505,S,1,M,Preta
7506,S,7,M,Preta
7509,N,1,M,Branca
7514,S,3,M,Parda
7515,S,3,M,Parda
7516,S,2,M,Parda
7517,S,5,M,Parda
7518,N,2,F,Parda
7520,N,8,M,Parda
7523,S,7,M,Parda
7528,N,2,F,Parda
7529,N,6,F,Parda
7530,S,1,F,Branca
7532,S,17,F,Parda
7536,S,2,F,Branca
7537,S,2,F,Branca
7538,S,1,F,Parda
7549,N,8,F,Parda
7550,N,9,M,Parda
7552,S,10,M,Branca
7556,S,6,M,Parda
7558,S,4,M,Parda
7561,N,1,M,Parda
7562,N,2,M,Parda
7566,S,9,F,Parda
7568,N,3,M,Branca
7569,N,3,M,Branca
7570,S,3,M,Preta
7574,S,5,F,Parda
7576,S,5,M,Branca
7580,S,3,F,Branca
7587,S,1,M,Parda
7593,N,1,M,Branca
7594,N,6,M,Parda
7600,S,1,M,Parda
7601,N,1,M,Branca
7603,N,8,F,Parda
7604,S,6,M,Parda
7605,N,1,F,Preta
7606,S,6,F,Preta
7609,S,1,F,Parda
7610,S,4,F,Amarela
7612,N,1,M,Parda
7613,N,6,M,Branca
7614,S,6,M,Branca
7618,S,1,M,Preta
7620,S,8,F,Parda
7621,N,1,F,Branca
7622,N,7,F,Branca
7623,S,1,F,Branca
7625,N,1,F,Parda
7630,N,1,F,Branca
7635,N,1,F,Parda
7636,N,8,F,Branca
7637,N,2,F,Branca
7638,N,1,F,Branca
7644,N,1,F,Parda
7646,N,4,F,Parda
7651,S,2,F,Parda
7658,S,5,F,Branca
7659,N,6,M,Parda
7660,N,4,M,Branca
7664,S,1,M,Branca
7672,N,5,F,Branca
7676,S,1,M,Branca
7683,S,2,F,Branca
7688,S,4,M,Preta
7689,S,2,F,Preta
7694,S,5,M,Parda
7695,S,9,M,Parda
7696,S,4,M,Parda
7700,N,3,M,Preta
7702,N,1,F,Parda
7704,S,6,M,Parda
7706,S,2,F,Preta
7707,S,7,F,Branca
7708,S,7,F,Indígena
7710,S,1,F,Branca
7711,N,3,F,Preta
7714,S,5,F,Preta
7715,S,4,M,Parda
7717,S,2,F,Parda
7721,S,2,M,Parda
7723,S,1,F,Parda
7724,S,1,F,Parda
7728,S,2,M,Branca
7730,S,5,M,Parda
7734,S,8,F,Branca
7737,N,3,F,Parda
7738,S,5,M,Parda
7739,S,1,M,Parda
7741,S,1,M,Parda
7746,S,6,M,Parda
7748,S,2,M,Parda
7750,S,3,M,Parda
7752,N,4,M,Parda
7754,S,2,M,Preta
7766,S,5,M,Parda
7767,S,2,M,Branca
7768,S,7,M,Parda
7769,N,4,M,Parda
7771,S,1,F,Parda
7772,N,5,F,Parda
7774,S,1,M,Preta
7775,S,1,M,Parda
7776,S,1,F,Parda
7778,S,2,F,Parda
7779,S,2,M,Parda
7780,N,5,M,Parda
7783,N,1,M,Branca
7792,N,10,M,Branca
7793,N,1,M,Parda
7796,S,8,F,Branca
7801,S,8,F,Parda
7805,N,2,F,Parda
7808,S,4,M,Parda
7814,N,2,M,Parda
7816,N,2,M,Parda
7818,S,1,M,Parda
7819,S,5,M,Branca
7820,S,7,M,Parda
7821,N,2,F,Parda
7824,N,1,F,Parda
7825,S,6,F,Branca
7828,S,6,F,Branca
7830,N,3,M,Preta
7831,N,2,M,Preta
7832,S,1,M,Branca
7835,S,6,F,Parda
7837,S,1,M,Parda
7838,N,1,M,Branca
7839,N,7,M,Parda
7840,S,1,F,Parda
7848,N,5,F,Preta
7849,N,7,F,Preta
7850,N,1,F,Parda
7853,S,1,M,Parda
7854,S,9,M,Parda
7855,S,9,M,Parda
7861,N,1,M,Parda
7863,S,1,M,Preta
7864,S,2,M,Parda
7865,S,7,M,Parda
7867,S,5,M,Parda
7871,S,5,M,Parda
7873,N,1,M,Parda
7879,S,1,M,Parda
7882,N,2,M,Branca
7883,N,4,M,Preta
7884,S,6,M,Branca
7885,S,2,M,Parda
7887,S,5,M,Parda
7894,S,4,M,Preta
7897,N,5,M,Parda
7898,S,1,F,Parda
7906,S,3,M,Branca
7909,S,6,M,Parda
7911,S,5,M,Preta
7912,S,3,F,Parda
7913,N,2,F,Parda
7914,N,2,F,Branca
7916,N,4,F,Parda
7917,N,1,F,Parda
7918,N,5,M,Branca
7919,N,1,M,Parda
7920,N,6,F,Amarela
7921,N,3,M,Parda
7924,S,1,M,Parda
7926,N,1,M,Parda
7927,S,1,F,Parda
7928,N,1,F,Parda
7930,S,6,F,Branca
7931,S,2,F,Parda
7932,S,2,M,Branca
7933,S,3,M,Branca
7935,S,7,M,Parda
7938,S,1,M,Preta
7939,S,5,M,Parda
7940,S,1,F,Parda
7942,N,1,M,Branca
7943,S,8,M,Parda
7945,S,1,F,Parda
7947,N,1,M,Branca
7950,N,8,M,Parda
7953,S,2,M,Parda
7954,S,1,F,Preta
7959,S,3,F,Parda
7960,N,3,F,Parda
7961,N,1,M,Parda
7963,N,2,M,Branca
7964,S,6,M,Preta
7965,S,1,M,Amarela
7968,S,3,M,Preta
7969,S,7,M,Parda
7971,S,5,M,Parda
7972,N,5,M,Branca
7973,S,5,M,Preta
7976,S,4,F,Parda
7977,S,4,M,Parda
7978,S,2,M,Branca
7980,S,4,M,Branca
7981,S,6,M,Parda
